subID, vignette, correct_answer, choice1, choice2, choice3, resp, RT, confresp, confRT
41," ""You see a runner taking a shortcut on the course during the __ in order to win."""," ""marathon"""," ""marathon"""," ""triathlon"""," ""relay race""", 1!,3.733897, 3#,4.926227
41," ""You see a student getting an A on a group project when he didn't __."""," ""do his part"""," ""contribute anything"""," ""do his part"""," ""deserve it""", 1!,2.64211, 3#,3.248722
41," ""You see a principal publicly wishing that a rival school wins __."""," ""a prestigious grant"""," ""the choir competition"""," ""a prestigious grant"""," ""the tournament""", 3#,7.156224, 2@,8.641648
41," ""You see a wife hitting her husband on the side of his head for __."""," ""coming home late"""," ""not paying attention"""," ""not doing the dishes"""," ""coming home late""", 3#,8.826874, 3#,9.952346
41," ""You see a man entering __ while still wearing all his work clothes."""," ""a hot tub"""," ""the shower"""," ""a swimming pool"""," ""a hot tub""", 4$,6.770337, 1!,8.367003
41," ""You see a __ celebrating with the opposing team's players who just won the game."""," ""coach"""," ""player"""," ""manager"""," ""coach""", 1!,13.425671, 2@,14.298562
41," ""You see a player questioning the __ of his coach during a team practice."""," ""competence"""," ""competence"""," ""athleticism"""," ""intelligence""", 4$,5.524617, 3#,7.239587
41," ""You see a teacher hitting a student's hand with a ruler for __ in class."""," ""falling asleep"""," ""passing notes"""," ""daydreaming"""," ""falling asleep""", 3#,3.078822, 3#,5.576284
41," ""You see someone using an old __ and refusing to go buy a new one."""," ""rotary phone"""," ""rotary phone"""," ""laptop"""," ""printer""", 1!,9.206834, 3#,10.304744
41," ""You see a man telling his __ that she has to switch to his political party."""," ""fiancee"""," ""fiancee"""," ""wife"""," ""girlfriend""", 2@,6.634672, 3#,8.715858
41," ""You see a Hollywood star agreeing with a foreign __ denunciation of the US."""," ""dictator's"""," ""dictator's"""," ""tyrant's"""," ""leader's""", 1!,3.954188, 3#,4.773873
41," ""You see a boy turning up the __ as his father talks about his military service."""," ""TV"""," ""volume"""," ""radio"""," ""TV""", 3#,4.007777, 3#,5.870613
