subID, vignette, correct_answer, choice1, choice2, choice3, resp, RT, confresp, confRT
32," ""You see a zoo trainer jabbing __ to get it to entertain his customers."""," ""a dolphin"""," ""a dolphin"""," ""a panda"""," ""an elephant""", 4$,2.752049, 3#,3.580362
32," ""You see a teacher hitting a student's hand with a ruler for __ in class."""," ""falling asleep"""," ""falling asleep"""," ""daydreaming"""," ""passing notes""", 1!,4.065239, 4$,5.12722
32," ""You see a campaign manager cheering as an opponent pulls ahead to win the __."""," ""election"""," ""race"""," ""election"""," ""popular vote""", 4$,11.436955, 3#,12.293914
32," ""You see a woman throwing her cat across the room for __."""," ""scratching the furniture"""," ""not using the litterbox"""," ""scratching the furniture"""," ""jumping on the bed""", 2@,4.078711, 3#,4.92082
32," ""You see an employee receiving __ for work that was really done by others."""," ""a bonus"""," ""praise"""," ""a bonus"""," ""an award""", 4$,4.611491, 3#,5.423501
32," ""You see a woman squeezing a baby's __ hard because it will not stop crying."""," ""arm"""," ""foot"""," ""arm"""," ""shoulder""", 4$,3.302781, 3#,4.046928
32," ""You see a star player ignoring her coach's order to come to the bench during __."""," ""a game"""," ""a game"""," ""practice"""," ""a time out""", 1!,4.560967, 3#,6.068525
32," ""You see a man eating a bowl of cereal in the morning with __ instead of milk."""," ""water"""," ""creamer"""," ""water"""," ""orange juice""", 2@,2.992005, 3#,4.290099
32," ""You see a teenager urinating in the wave pool at a crowded __ park."""," ""amusement"""," ""water"""," ""amusement"""," ""theme""", 1!,7.369884, 3#,8.215474
32," ""You see a woman laughing with her friend about __ of her family members."""," ""the poor taste"""," ""the silly traditions"""," ""embarrassing stories"""," ""the poor taste""", 4$,4.410609, 3#,5.208715
32," ""You see someone reading the ending of a __ novel before reading the beginning."""," ""spy"""," ""mystery"""," ""spy"""," ""fantasy""", 2@,3.769773, 3#,5.27397
32," ""You see a player publicly yelling at his soccer coach during __ game."""," ""a play-off"""," ""a play-off"""," ""an all-star"""," ""a tournament""", 3#,4.595161, 2@,6.004051
